candidate_id,rank,score,reasoning
CAND_0036184,25,0.8241,"Recommendation Systems Engineer at CRED (6.0y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.90; GitHub activity 43/100. Largest drag on rank: no shipped/owned/built evidence detected."
CAND_0044222,26,0.8234,"AI Engineer at PolicyBazaar (7.7y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.60; GitHub activity 29/100. Largest drag on rank: 60d notice period."
CAND_0005538,27,0.8232,"Senior AI Engineer at Adobe (5.9y); recommendation system production evidence; career history emphasizes shipped-style delivery. notice 90d (flagged), response rate 0.81; GitHub activity 58/100. Largest drag on rank: 90d notice period."
CAND_0030031,28,0.8225,"AI Engineer at Microsoft (5.7y); RAG/retrieval pipeline work in career history; career history emphasizes shipped-style delivery. notice 30d, response rate 0.94; GitHub activity 32/100."
CAND_0095528,29,0.8211,"Senior Data Scientist at Netflix (5.3y); recommendation system production evidence. notice 45d (manageable), response rate 0.55. Largest drag on rank: 45d notice period."
CAND_0043860,30,0.8185,"Junior ML Engineer at Aganitha (6.1y); applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.81."
CAND_0004402,31,0.8177,"AI Research Engineer at Yellow.ai (6.0y); currently AI Research Engineer, but career history shows shipped production evidence; applied ML/NLP career background; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.83. Largest drag on rank: 60d notice period."
CAND_0069638,32,0.8149,"Computer Vision Engineer at Swiggy (6.2y); currently Computer Vision Engineer, but career history shows shipped production evidence; LLM fine-tuning experience. notice 30d, response rate 0.64; GitHub activity 24/100."
CAND_0064326,33,0.8144,"Search Engineer at Sarvam AI (7.6y); RAG/retrieval pipeline work in career history; career history emphasizes shipped-style delivery. notice 45d (manageable), response rate 0.94; GitHub activity 61/100. Largest drag on rank: 45d notice period."
CAND_0048558,34,0.8138,"Data Scientist at Rephrase.ai (6.7y); learning-to-rank production experience; 3y+ tenure at one employer. notice 30d, response rate 0.80."
CAND_0073007,35,0.8121,"AI Specialist at Aganitha (5.8y); applied ML/NLP career background; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.83; GitHub activity 66/100. Largest drag on rank: 60d notice period."
CAND_0091745,36,0.8102,"Junior ML Engineer at Locobuzz (5.9y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.53; GitHub activity 32/100."
CAND_0096172,37,0.8099,"NLP Engineer at Krutrim (5.2y); embedding-based retrieval system evidence; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.47; GitHub activity 65/100. Largest drag on rank: 45d notice period."
CAND_0015967,38,0.8096,"Senior Software Engineer (ML) at Razorpay (5.4y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.45; GitHub activity 26/100. Largest drag on rank: response rate 0.45."
CAND_0074342,39,0.809,"Data Scientist at Zoho (5.7y); LLM fine-tuning experience; 4y+ tenure at one employer. notice 30d, response rate 0.76; GitHub activity 25/100."
CAND_0026362,40,0.8065,"Data Scientist at PhonePe (5.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.40. Largest drag on rank: 45d notice period."
CAND_0068811,41,0.805,"Applied ML Engineer at Freshworks (8.0y); RAG/retrieval pipeline work in career history. notice 30d, response rate 0.42; GitHub activity 23/100. Largest drag on rank: response rate 0.42."
CAND_0045250,42,0.8044,"Applied ML Engineer at Rephrase.ai (6.6y); learning-to-rank production experience; 4y+ tenure at one employer. notice 15d, response rate 0.74."
CAND_0030468,43,0.8024,"Senior Applied Scientist at Swiggy (5.4y); applied ML/NLP career background; career history emphasizes shipped-style delivery. notice 45d (manageable), response rate 0.78; GitHub activity 45/100. Largest drag on rank: 45d notice period."
CAND_0050876,44,0.8022,"Applied ML Engineer at Freshworks (6.0y); learning-to-rank production experience; 3y+ tenure at one employer. notice 90d (flagged), response rate 0.67; GitHub activity 86/100. Largest drag on rank: 90d notice period."
CAND_0067866,45,0.8001,"Senior Software Engineer (ML) at Tech Mahindra (6.4y); currently at Tech Mahindra, but career history validates prior product-scale deployment; LLM fine-tuning experience; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.79; GitHub activity 28/100. Largest drag on rank: 45d notice period."
CAND_0072660,46,0.7979,"Machine Learning Engineer at Unacademy (7.1y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.53."
CAND_0043228,47,0.7962,"Applied ML Engineer at Zoho (6.8y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.41; GitHub activity 48/100. Largest drag on rank: response rate 0.41."
CAND_0077067,48,0.7949,"AI Specialist at PolicyBazaar (5.4y); LLM fine-tuning experience. notice 90d (flagged), response rate 0.83; GitHub activity 25/100. Largest drag on rank: 90d notice period."
CAND_0017960,49,0.7893,"Recommendation Systems Engineer at Nykaa (7.7y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.72; GitHub activity 92/100. Largest drag on rank: 60d notice period."
CAND_0018549,50,0.7874,"Recommendation Systems Engineer at Uber (6.8y); learning-to-rank production experience; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.73; GitHub activity 56/100. Largest drag on rank: 60d notice period."
CAND_0052682,51,0.7845,"NLP Engineer at Aganitha (6.6y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 30d, response rate 0.88; GitHub activity 72/100. Largest drag on rank: inactive 90d."
CAND_0064256,52,0.7824,"Junior ML Engineer at BYJU'S (6.4y); applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.86."
CAND_0044855,53,0.7807,"Senior Data Scientist at Flipkart (6.6y); RAG/retrieval pipeline work in career history. notice 60d (manageable), response rate 0.57; GitHub activity 47/100. Largest drag on rank: 60d notice period."
CAND_0054394,54,0.7758,"Recommendation Systems Engineer at PharmEasy (4.1y); embedding-based retrieval system evidence. notice 30d, response rate 0.64; GitHub activity 32/100. Largest drag on rank: experience outside the ideal band."
CAND_0015493,55,0.7747,"Data Scientist at CRED (6.4y); applied ML/NLP career background. notice 30d, response rate 0.30; GitHub activity 66/100. Largest drag on rank: response rate 0.30."
CAND_0099401,56,0.7747,"NLP Engineer at Dream11 (7.7y); learning-to-rank production experience. notice 90d (flagged), response rate 0.42; GitHub activity 24/100. Largest drag on rank: 90d notice period."
CAND_0053527,57,0.7741,"Junior ML Engineer at PhonePe (7.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.81. Largest drag on rank: 90d notice period."
CAND_0024620,58,0.7738,"AI Engineer at PharmEasy (5.9y); learning-to-rank production experience. notice 45d (manageable), response rate 0.41; GitHub activity 33/100. Largest drag on rank: inactive 75d."
CAND_0093193,59,0.7738,"Senior Machine Learning Engineer at Niramai (7.9y); applied ML/NLP career background; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.61; GitHub activity 34/100. Largest drag on rank: inactive 69d."
CAND_0042506,60,0.7713,"Search Engineer at Verloop.io (4.2y); RAG/retrieval pipeline work in career history. notice 15d, response rate 0.48; GitHub activity 64/100. Largest drag on rank: experience outside the ideal band."
CAND_0086154,61,0.7703,"Data Scientist at Ola (6.8y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.90; GitHub activity 53/100. Largest drag on rank: 90d notice period."
CAND_0057563,62,0.7692,"NLP Engineer at Locobuzz (6.8y); embedding-based retrieval system evidence. notice 60d (manageable), response rate 0.83; GitHub activity 23/100. Largest drag on rank: 60d notice period."
CAND_0081686,63,0.7676,"Search Engineer at Netflix (6.0y); embedding-based retrieval system evidence. notice 60d (manageable), response rate 0.91; GitHub activity 46/100. Largest drag on rank: 60d notice period."
CAND_0040887,64,0.7667,"Machine Learning Engineer at Netflix (4.7y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 15d, response rate 0.84; GitHub activity 34/100. Largest drag on rank: experience outside the ideal band."
CAND_0016659,65,0.7664,"ML Engineer at Glance (4.4y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.89; GitHub activity 13/100. Largest drag on rank: experience outside the ideal band."
CAND_0068932,66,0.7657,"ML Engineer at Krutrim (5.2y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.82; GitHub activity 70/100."
CAND_0052328,67,0.765,"Recommendation Systems Engineer at Amazon (6.5y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 30d, response rate 0.79; GitHub activity 78/100. Largest drag on rank: inactive 87d."
CAND_0070653,68,0.7648,"AI Specialist at Dream11 (5.0y); learning-to-rank production experience; 3y+ tenure at one employer. notice 30d, response rate 0.36. Largest drag on rank: inactive 70d."
CAND_0062772,69,0.7646,"Senior Software Engineer (ML) at Vedantu (6.6y); applied ML/NLP career background; 3y+ tenure at one employer. notice 90d (flagged), response rate 0.86; GitHub activity 63/100. Largest drag on rank: 90d notice period."
CAND_0011162,70,0.7643,"Recommendation Systems Engineer at upGrad (5.8y); learning-to-rank production experience; career history emphasizes shipped-style delivery. notice 90d (flagged), response rate 0.75; GitHub activity 34/100. Largest drag on rank: 90d notice period."
CAND_0070202,71,0.763,"Machine Learning Engineer at BYJU'S (5.1y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.60. Largest drag on rank: 90d notice period."
CAND_0073883,72,0.7619,"AI Specialist at Krutrim (5.3y); learning-to-rank production experience. notice 90d (flagged), response rate 0.92; GitHub activity 66/100. Largest drag on rank: 90d notice period."
CAND_0032179,73,0.7613,"Computer Vision Engineer at InMobi (6.4y); currently Computer Vision Engineer, but career history shows shipped production evidence; applied ML/NLP career background; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.46; GitHub activity 26/100. Largest drag on rank: 60d notice period."
CAND_0015097,74,0.7605,"Senior Software Engineer (ML) at Zoho (6.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.69; GitHub activity 21/100."
CAND_0020845,75,0.7588,"AI Research Engineer at Swiggy (7.0y); currently AI Research Engineer, but career history shows shipped production evidence; learning-to-rank production experience; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.35. Largest drag on rank: 60d notice period."
CAND_0004972,76,0.7576,"ML Engineer at Glance (6.0y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 90d (flagged), response rate 0.74; GitHub activity 32/100. Largest drag on rank: 90d notice period."
CAND_0005477,77,0.7575,"ML Engineer at Zomato (6.2y); learning-to-rank production experience. notice 45d (manageable), response rate 0.35. Largest drag on rank: response rate 0.35."
CAND_0060340,78,0.7569,"Computer Vision Engineer at Wysa (6.1y); currently Computer Vision Engineer, but career history shows shipped production evidence; LLM fine-tuning experience. notice 45d (manageable), response rate 0.54; GitHub activity 34/100. Largest drag on rank: 45d notice period."
CAND_0075574,79,0.7551,"Machine Learning Engineer at Haptik (5.7y); RAG/retrieval pipeline work in career history; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.58; GitHub activity 38/100. Largest drag on rank: 60d notice period."
CAND_0053422,80,0.7546,"Data Scientist at Aganitha (6.8y); LLM fine-tuning experience; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.41; GitHub activity 35/100. Largest drag on rank: 45d notice period."
CAND_0033445,81,0.7539,"ML Engineer at Vedantu (6.8y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 30d, response rate 0.94."
CAND_0032216,82,0.7528,"ML Engineer at upGrad (6.1y); learning-to-rank production experience. notice 30d, response rate 0.35; GitHub activity 14/100. Largest drag on rank: inactive 63d."
CAND_0046132,83,0.7527,"AI Research Engineer at Verloop.io (4.3y); currently AI Research Engineer, but career history shows shipped production evidence; learning-to-rank production experience. notice 30d, response rate 0.94. Largest drag on rank: experience outside the ideal band."
CAND_0076163,84,0.7516,"NLP Engineer at Ola (6.9y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.84; GitHub activity 85/100. Largest drag on rank: 60d notice period."
CAND_0062561,85,0.751,"ML Engineer at Razorpay (5.9y); learning-to-rank production experience; 3y+ tenure at one employer. notice 30d, response rate 0.36; GitHub activity 53/100. Largest drag on rank: no shipped/owned/built evidence detected."
CAND_0073314,86,0.751,"Senior Software Engineer (ML) at Aganitha (5.2y); learning-to-rank production experience; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.84; GitHub activity 67/100. Largest drag on rank: 60d notice period."
CAND_0007631,87,0.7503,"AI Specialist at Saarthi.ai (5.2y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.28. Largest drag on rank: response rate 0.28."
CAND_0064116,88,0.7494,"Senior Software Engineer at Flipkart (6.1y); learning-to-rank production experience; 3y+ tenure at one employer. notice 30d, response rate 0.68."
CAND_0052431,89,0.7488,"ML Engineer at Swiggy (5.3y); learning-to-rank production experience; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.85; GitHub activity 78/100. Largest drag on rank: 45d notice period."
CAND_0076251,90,0.7463,"Search Engineer at Haptik (7.6y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.51. Largest drag on rank: 60d notice period."
CAND_0000031,91,0.7462,"Recommendation Systems Engineer at Swiggy (6.0y); learning-to-rank production experience; career history emphasizes shipped-style delivery. notice 60d (manageable), response rate 0.91; GitHub activity 33/100. Largest drag on rank: 60d notice period."
CAND_0041918,92,0.7455,"AI Specialist at Glance (5.7y); learning-to-rank production experience; 3y+ tenure at one employer. notice 90d (flagged), response rate 0.87. Largest drag on rank: 90d notice period."
CAND_0053605,93,0.744,"Senior Software Engineer (ML) at Verloop.io (6.9y); applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.88. Largest drag on rank: limited product-company tenure."
CAND_0003506,94,0.7425,"Computer Vision Engineer at Dream11 (5.9y); currently Computer Vision Engineer, but career history shows shipped production evidence; learning-to-rank production experience. notice 90d (flagged), response rate 0.58; GitHub activity 32/100. Largest drag on rank: 90d notice period."
CAND_0033179,95,0.7425,"AI Research Engineer at Wipro (6.9y); currently at Wipro, but career history validates prior product-scale deployment; applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.84. Largest drag on rank: limited product-company tenure."
CAND_0060835,96,0.742,"Senior Software Engineer (ML) at Sarvam AI (6.6y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.32; GitHub activity 82/100. Largest drag on rank: 90d notice period."
CAND_0047542,97,0.7406,"Senior Software Engineer (ML) at Meesho (5.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.75; GitHub activity 15/100. Largest drag on rank: inactive 74d."
CAND_0061655,98,0.7402,"Machine Learning Engineer at Krutrim (4.6y); learning-to-rank production experience; 4y+ tenure at one employer. notice 15d, response rate 0.88; GitHub activity 56/100. Largest drag on rank: experience outside the ideal band."
CAND_0063622,99,0.7399,"Computer Vision Engineer at Niramai (5.2y); currently Computer Vision Engineer, but career history shows shipped production evidence; learning-to-rank production experience. notice 30d, response rate 0.92."
CAND_0058688,100,0.7396,"AI Engineer at Vedantu (6.7y); recommendation system production evidence; 4y+ tenure at one employer. notice 15d, response rate 0.74; GitHub activity 39/100. Largest drag on rank: inactive 90d."
