candidate_id,rank,score,reasoning
CAND_0068932,52,0.6872,"ML Engineer at Krutrim (5.2y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.82; GitHub activity 70/100."
CAND_0043228,53,0.686,"Applied ML Engineer at Zoho (6.8y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.41; GitHub activity 48/100. Largest drag on rank: response rate 0.41."
CAND_0072660,54,0.6858,"Machine Learning Engineer at Unacademy (7.1y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.53."
CAND_0006418,55,0.6854,"Machine Learning Engineer at Verloop.io (5.7y); RAG/retrieval pipeline work in career history; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.92; GitHub activity 60/100. Largest drag on rank: inactive 87d."
CAND_0073007,56,0.6852,"AI Specialist at Aganitha (5.8y); applied ML/NLP career background; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.83; GitHub activity 66/100. Largest drag on rank: 60d notice period."
CAND_0046132,57,0.6849,"AI Research Engineer at Verloop.io (4.3y); currently AI Research Engineer, but career history shows shipped production evidence; learning-to-rank production experience. notice 30d, response rate 0.94. Largest drag on rank: experience outside the ideal band."
CAND_0050876,58,0.6846,"Applied ML Engineer at Freshworks (6.0y); learning-to-rank production experience; 3y+ tenure at one employer. notice 90d (flagged), response rate 0.67; GitHub activity 86/100. Largest drag on rank: 90d notice period."
CAND_0040117,59,0.6837,"Recommendation Systems Engineer at PhonePe (6.5y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 15d, response rate 0.66. Largest drag on rank: inactive 101d."
CAND_0027691,60,0.6792,"NLP Engineer at Haptik (6.5y); embedding-based retrieval system evidence. notice 15d, response rate 0.68; GitHub activity 58/100. Largest drag on rank: inactive 87d."
CAND_0026362,61,0.679,"Data Scientist at PhonePe (5.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.40. Largest drag on rank: 45d notice period."
CAND_0007009,62,0.6783,"Recommendation Systems Engineer at Wysa (7.9y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 30d, response rate 0.62; GitHub activity 69/100. Largest drag on rank: inactive 99d."
CAND_0054394,63,0.6781,"Recommendation Systems Engineer at PharmEasy (4.1y); embedding-based retrieval system evidence. notice 30d, response rate 0.64; GitHub activity 32/100. Largest drag on rank: experience outside the ideal band."
CAND_0040887,64,0.6766,"Machine Learning Engineer at Netflix (4.7y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 15d, response rate 0.84; GitHub activity 34/100. Largest drag on rank: experience outside the ideal band."
CAND_0037980,65,0.6748,"Senior Applied Scientist at Niramai (9.0y); ranking evaluation framework experience; 3y+ tenure at one employer. notice 0d, response rate 0.63; GitHub activity 31/100. Largest drag on rank: inactive 90d."
CAND_0030953,66,0.6742,"Search Engineer at Nykaa (7.8y); RAG/retrieval pipeline work in career history; career history emphasizes shipped-style delivery. notice 45d (manageable), response rate 0.63; GitHub activity 21/100. Largest drag on rank: inactive 76d."
CAND_0053605,67,0.674,"Senior Software Engineer (ML) at Verloop.io (6.9y); applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.88. Largest drag on rank: limited product-company tenure."
CAND_0079064,68,0.6727,"Senior Data Scientist at Niramai (5.2y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 120d (long), response rate 0.91; GitHub activity 27/100. Largest drag on rank: 120d notice period."
CAND_0016659,69,0.672,"ML Engineer at Glance (4.4y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.89; GitHub activity 13/100. Largest drag on rank: experience outside the ideal band."
CAND_0033445,70,0.6709,"ML Engineer at Vedantu (6.8y); LLM fine-tuning experience; 3y+ tenure at one employer. notice 30d, response rate 0.94."
CAND_0017960,71,0.6702,"Recommendation Systems Engineer at Nykaa (7.7y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.72; GitHub activity 92/100. Largest drag on rank: 60d notice period."
CAND_0087630,72,0.6692,"AI Engineer at Vedantu (7.2y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 30d, response rate 0.45; GitHub activity 23/100. Largest drag on rank: inactive 102d."
CAND_0096172,73,0.6689,"NLP Engineer at Krutrim (5.2y); embedding-based retrieval system evidence; 3y+ tenure at one employer. notice 45d (manageable), response rate 0.47; GitHub activity 65/100. Largest drag on rank: 45d notice period."
CAND_0010257,74,0.6686,"Senior Data Scientist at Google (6.5y); learning-to-rank production experience; 3y+ tenure at one employer. notice 120d (long), response rate 0.72; GitHub activity 46/100. Largest drag on rank: 120d notice period."
CAND_0066999,75,0.6683,"Recommendation Systems Engineer at Microsoft (5.9y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 15d, response rate 0.63; GitHub activity 94/100. Largest drag on rank: inactive 82d."
CAND_0053527,76,0.6637,"Junior ML Engineer at PhonePe (7.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.81. Largest drag on rank: 90d notice period."
CAND_0073883,77,0.661,"AI Specialist at Krutrim (5.3y); learning-to-rank production experience. notice 90d (flagged), response rate 0.92; GitHub activity 66/100. Largest drag on rank: 90d notice period."
CAND_0033179,78,0.6607,"AI Research Engineer at Wipro (6.9y); currently at Wipro, but 54% of career history is at product companies; applied ML/NLP career background; 4y+ tenure at one employer. notice 30d, response rate 0.84. Largest drag on rank: limited product-company tenure."
CAND_0077067,79,0.6606,"AI Specialist at PolicyBazaar (5.4y); LLM fine-tuning experience. notice 90d (flagged), response rate 0.83; GitHub activity 25/100. Largest drag on rank: 90d notice period."
CAND_0081321,80,0.6597,"Senior Software Engineer (ML) at Freshworks (5.3y); LLM fine-tuning experience. notice 120d (long), response rate 0.47. Largest drag on rank: 120d notice period."
CAND_0065878,81,0.6592,"Senior Data Scientist at Niramai (7.8y); RAG/retrieval pipeline work in career history; career history emphasizes shipped-style delivery. notice 15d, response rate 0.48. Largest drag on rank: inactive 95d."
CAND_0061655,82,0.6586,"Machine Learning Engineer at Krutrim (4.6y); learning-to-rank production experience; 4y+ tenure at one employer. notice 15d, response rate 0.88; GitHub activity 56/100. Largest drag on rank: experience outside the ideal band."
CAND_0053695,83,0.6567,"Recommendation Systems Engineer at Meesho (5.8y); embedding-based retrieval system evidence; career history emphasizes shipped-style delivery. notice 15d, response rate 0.60; GitHub activity 68/100. Largest drag on rank: inactive 85d."
CAND_0011162,84,0.6544,"Recommendation Systems Engineer at upGrad (5.8y); learning-to-rank production experience; career history emphasizes shipped-style delivery. notice 90d (flagged), response rate 0.75; GitHub activity 34/100. Largest drag on rank: 90d notice period."
CAND_0015493,85,0.6543,"Data Scientist at CRED (6.4y); applied ML/NLP career background. notice 30d, response rate 0.30; GitHub activity 66/100. Largest drag on rank: response rate 0.30."
CAND_0024620,86,0.654,"AI Engineer at PharmEasy (5.9y); learning-to-rank production experience. notice 45d (manageable), response rate 0.41; GitHub activity 33/100. Largest drag on rank: inactive 75d."
CAND_0018549,87,0.6537,"Recommendation Systems Engineer at Uber (6.8y); learning-to-rank production experience; 4y+ tenure at one employer. notice 60d (manageable), response rate 0.73; GitHub activity 56/100. Largest drag on rank: 60d notice period."
CAND_0099401,88,0.6537,"NLP Engineer at Dream11 (7.7y); learning-to-rank production experience. notice 90d (flagged), response rate 0.42; GitHub activity 24/100. Largest drag on rank: 90d notice period."
CAND_0093193,89,0.6527,"Senior Machine Learning Engineer at Niramai (7.9y); applied ML/NLP career background; 4y+ tenure at one employer. notice 45d (manageable), response rate 0.61; GitHub activity 34/100. Largest drag on rank: inactive 69d."
CAND_0074123,90,0.6514,"Data Scientist at CRED (6.9y); learning-to-rank production experience. notice 30d, response rate 0.38. Largest drag on rank: inactive 97d."
CAND_0063622,91,0.6513,"Computer Vision Engineer at Niramai (5.2y); currently Computer Vision Engineer, but career history shows shipped production evidence; learning-to-rank production experience. notice 30d, response rate 0.92."
CAND_0011432,92,0.6506,"Senior Data Scientist at Amazon (7.6y); RAG/retrieval pipeline work in career history; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.67; GitHub activity 20/100. Largest drag on rank: inactive 102d."
CAND_0058412,93,0.6493,"Senior Software Engineer (ML) at InMobi (6.6y); learning-to-rank production experience. notice 60d (manageable), response rate 0.43; GitHub activity 31/100. Largest drag on rank: inactive 105d."
CAND_0074735,94,0.6489,"Applied ML Engineer at Rephrase.ai (5.5y); RAG/retrieval pipeline work in career history. notice 90d (flagged), response rate 0.77; GitHub activity 88/100. Largest drag on rank: 90d notice period."
CAND_0020877,95,0.6485,"Applied ML Engineer at CRED (5.1y); RAG/retrieval pipeline work in career history; 3y+ tenure at one employer. notice 60d (manageable), response rate 0.66; GitHub activity 74/100. Largest drag on rank: inactive 84d."
CAND_0086154,96,0.6479,"Data Scientist at Ola (6.8y); learning-to-rank production experience; 4y+ tenure at one employer. notice 90d (flagged), response rate 0.90; GitHub activity 53/100. Largest drag on rank: 90d notice period."
CAND_0044855,97,0.6469,"Senior Data Scientist at Flipkart (6.6y); RAG/retrieval pipeline work in career history. notice 60d (manageable), response rate 0.57; GitHub activity 47/100. Largest drag on rank: 60d notice period."
CAND_0083307,98,0.6464,"Search Engineer at CRED (7.8y); RAG/retrieval pipeline work in career history; 4y+ tenure at one employer. notice 120d (long), response rate 0.70; GitHub activity 69/100. Largest drag on rank: 120d notice period."
CAND_0015097,99,0.6455,"Senior Software Engineer (ML) at Zoho (6.0y); learning-to-rank production experience; 4y+ tenure at one employer. notice 30d, response rate 0.69; GitHub activity 21/100."
CAND_0078492,100,0.6448,"Recommendation Systems Engineer at Verloop.io (5.1y); embedding-based retrieval system evidence; 4y+ tenure at one employer. notice 30d, response rate 0.70; GitHub activity 35/100. Largest drag on rank: inactive 86d."
